id,output
1161,(ORDER this order is for (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE ice teas ) ) and (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (STYLE everything ) except (NOT (TOPPING anchovies ) ) and (NOT (TOPPING onions ) ) ) )
1162,(ORDER i prefer to have (PIZZAORDER (NUMBER a ) pie with (SIZE medium ) size along with (TOPPING onions ) (TOPPING tuna ) and (TOPPING ham ) ) )
1163,(ORDER order (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING pineapple ) (TOPPING peppers ) but no (NOT (TOPPING ham ) ) ) )
1164,(ORDER i need to order (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING sausage ) and (TOPPING mushrooms ) ) and (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with only (TOPPING pepperoni ) and (TOPPING sausage ) ) )
1165,(ORDER order me (DRINKORDER (NUMBER two ) (DRINKTYPE cokes ) ) and (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING ham ) (TOPPING bacon ) and (TOPPING mushrooms ) ) on it )
1166,(ORDER i will try (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING mushrooms ) and (TOPPING chicken ) but hold the (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1167,(ORDER i would like to have (PIZZAORDER (NUMBER a ) pizza with (STYLE thin crust ) and (TOPPING sausage ) but avoid (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1168,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING bacon ) (TOPPING ham ) and (TOPPING sausage ) ) please )
1169,(ORDER hi how are you i have an order for (PIZZAORDER (NUMBER one ) (SIZE medium ) pie and i think i'll go for toppings of (TOPPING chicken ) and i guess (TOPPING olives ) also i don't like (NOT (STYLE thin crust ) ) ) thanks )
1170,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) and (TOPPING ham ) pizza without any (NOT (TOPPING sausage ) ) ) )
1171,(ORDER i wish to have (PIZZAORDER (NUMBER three ) (SIZE small ) ) size pizzas )
1172,(ORDER i need (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pizza with (TOPPING sausage ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1173,(ORDER i'll try (PIZZAORDER (NUMBER three ) pizzas with (TOPPING peppers ) (TOPPING chicken ) but hold any (NOT (TOPPING ham ) ) ) )
1174,(ORDER i have some friends coming over so i'll take (PIZZAORDER (NUMBER a ) (SIZE large ) pie and please make it (STYLE thin crust ) oh yes i want (TOPPING bacon ) as well as (TOPPING mushrooms ) ) thank you much )
1175,(ORDER can i have (PIZZAORDER (NUMBER one ) pizza with (TOPPING chicken ) and (STYLE thin crust ) and (TOPPING pineapple ) ) thanks )
1176,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING pepperoni ) ) pizzas ) please )
1177,(ORDER i'll try (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas along with (TOPPING peppers ) and (TOPPING tuna ) ) )
1178,(ORDER i want you to put in an order for (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING cheese ) pizzas ) and (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING olives ) ) on it )
1179,(ORDER do me a favor and please put up (PIZZAORDER (NUMBER a ) pizza with (TOPPING pineapple ) as well as (TOPPING ham ) however i do not want any (NOT (TOPPING peppers ) ) ) thank you )
1180,(ORDER i would like to place an order for (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING olives ) and (TOPPING onions ) ) and (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING sausage ) and (TOPPING ham ) ) )
1181,(ORDER i want (PIZZAORDER (SIZE large ) pizza with contain (TOPPING pepper ) (TOPPING onion ) (TOPPING olives ) ) and (DRINKORDER (DRINKTYPE pepsi ) ) )
1182,(ORDER please put up (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza and on it i'll take (TOPPING pesto ) (TOPPING tuna ) and definitely (TOPPING mushrooms ) ) )
1183,(ORDER my order for today is for (PIZZAORDER (NUMBER one ) pie with (TOPPING pineapple ) on it as well as (TOPPING bacon ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) that's it )
1184,(ORDER i need (PIZZAORDER (NUMBER four ) (SIZE small ) pizzas all with (TOPPING bacon ) and (TOPPING ham ) ) on them )
1185,(ORDER do me a favor and make me (PIZZAORDER (NUMBER one ) (SIZE large ) pizza and i'd like (TOPPING onions ) and (TOPPING pineapple ) on it but make sure there isn't any (NOT (TOPPING pesto ) ) ) much appreciated )
1186,(ORDER place an order for (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING ham ) and (TOPPING pineapple ) ) and (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) and (TOPPING sausage ) ) )
1187,(ORDER place an order for (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE vegetarian ) pizza with (TOPPING spinach ) and fresh (TOPPING mushrooms ) ) )
1188,(ORDER i wanted to have (PIZZAORDER (NUMBER one ) pizza with (STYLE thin crust ) and (TOPPING pineapple ) but do not add any (NOT (TOPPING ham ) ) ) on that )
1189,(ORDER can i get (PIZZAORDER (NUMBER a ) (TOPPING tuna ) and (TOPPING mushroom ) pizza without the (NOT (STYLE thin crust ) ) ) )
1190,(ORDER i'll try (PIZZAORDER (NUMBER one ) (SIZE large ) pie along with (TOPPING onions ) and (STYLE thin crust ) (TOPPING chicken ) ) )
1191,(ORDER i'll try (PIZZAORDER (NUMBER one ) pizza with (TOPPING pepperoni ) (TOPPING sausage ) but hold (NOT (TOPPING mushrooms ) ) ) )
1192,(ORDER give me (PIZZAORDER (NUMBER one ) pizza and i'd like (TOPPING tuna ) (STYLE thin crust ) and please leave off the (NOT (TOPPING peppers ) ) ) thanks )
1193,(ORDER i would like to have (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with no (NOT (TOPPING sauce ) ) ) ordered )
1194,(ORDER i think i'll have (PIZZAORDER (NUMBER a ) (SIZE medium ) pie with (TOPPING mushrooms ) and (TOPPING pineapple ) but please leave off (NOT (TOPPING ham ) ) ) )
1195,(ORDER let me get (PIZZAORDER (SIZE medium ) pizza with (TOPPING pineapple ) and (TOPPING peppers ) and (TOPPING onions ) ) )
1196,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) and (TOPPING olive ) pie without the (NOT (STYLE thin crust ) ) ) )
1197,(ORDER i want to try (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) and (TOPPING peppers ) pie and i do not want (NOT (TOPPING pineapple ) ) ) )
1198,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE large ) ) size pizza )
1199,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tuna ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) pizza without any (NOT (TOPPING peppers ) ) ) )
1200,(ORDER i need to order (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) and (TOPPING pineapple ) pie with no (NOT (TOPPING tuna ) ) ) on it )
1201,(ORDER begin an order for me that includes (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING ham ) and (TOPPING sausage ) ) along with (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) pizza ) )
1202,(ORDER please get me (PIZZAORDER (NUMBER a ) pizza and i want (TOPPING mushrooms ) as well as (TOPPING chicken ) please no (NOT (TOPPING pepperoni ) ) ) that's it )
1203,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING pepperoni ) and (TOPPING sausage ) ) and (PIZZAORDER (NUMBER a ) second (SIZE small ) pizza with (TOPPING hot peppers ) and (TOPPING green peppers ) ) and (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE cokes ) ) )
1204,(ORDER order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING pepperoni ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) only no (NOT (TOPPING mushrooms ) ) ) )
1205,(ORDER i'll go with (PIZZAORDER (NUMBER a ) pie along with (TOPPING mushrooms ) and (TOPPING chicken ) but without (NOT (TOPPING pepperoni ) ) ) )
1206,(ORDER i would like to order (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING beef ) (TOPPING onions ) (TOPPING mushrooms ) and (TOPPING black olives ) ) and i'd also like to get (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE diet pepsis ) ) )
1207,(ORDER i think i'll try (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING ham ) (TOPPING chicken ) and (TOPPING pineapple ) ) )
1208,(ORDER i am going to need (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (COMPLEX_TOPPING (QUANTITY light ) (TOPPING sauce ) ) ) and (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ordered )
1209,(ORDER i'll try (PIZZAORDER (NUMBER a ) pie with (TOPPING onions ) (TOPPING ham ) and no (NOT (TOPPING tuna ) ) ) )
1210,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING chicken ) and (TOPPING olives ) and i do not want (NOT (STYLE thin crust ) ) ) )
1211,(ORDER good evening how are you please put up (PIZZAORDER (NUMBER a ) pizza for me and i'll try (TOPPING olives ) (STYLE thin crust ) on it but no (NOT (TOPPING pineapples ) ) ) tonight thanks so much )
1212,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING bacon ) and (TOPPING chicken ) and i don't want it it have a (NOT (STYLE thin crust ) ) ) )
1213,(ORDER get me please (PIZZAORDER (NUMBER a ) (SIZE large ) pica with (TOPPING olives ) no (NOT (TOPPING sausage ) ) and (STYLE thin crust ) ) )
1214,(ORDER i want (PIZZAORDER (NUMBER four ) pizzas and i'd like them all (SIZE medium ) i'd like all of them with (TOPPING bacon ) and (TOPPING mushrooms ) but without (NOT (TOPPING peppers ) ) ) )
1215,(ORDER okay good afternoon i'd like (PIZZAORDER (NUMBER a ) pizza and make sure there's (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) on it and (TOPPING sausage ) on there also but definitely no (NOT (TOPPING pesto ) ) ) thanks a lot )
1216,(ORDER i want (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) and (TOPPING pineapple ) pizza without any (NOT (TOPPING tuna ) ) ) on it )
1217,(ORDER put an order in for (PIZZAORDER (NUMBER four ) (SIZE large ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and (COMPLEX_TOPPING (QUANTITY light ) (TOPPING sauce ) ) ) )
1218,(ORDER order (PIZZAORDER (NUMBER two ) pizzas with (TOPPING mushrooms ) (TOPPING pesto ) and do not include (NOT (TOPPING pepperoni ) ) ) )
1219,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza and i like it with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and i'm in the mood for (TOPPING sausage ) and (TOPPING mushrooms ) ) on the pizza that's it )
1220,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) and (TOPPING pineapple ) pizza but i do not want any (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1221,(ORDER i'd like (PIZZAORDER (NUMBER a ) (TOPPING sausage ) and (TOPPING pesto ) pizza but i do not want it on (NOT (STYLE thin crust ) ) ) )
1222,(ORDER put an order in for (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) and (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING hamburger ) ) topping pizza )
1223,(ORDER i'll try (PIZZAORDER (SIZE small ) pizza which has (TOPPING bacon ) and (TOPPING ham ) (TOPPING onions ) ) )
1224,(ORDER i would like your (PIZZAORDER (SIZE xl ) pizza (STYLE supreme ) ) )
1225,(ORDER i guess i'll get (PIZZAORDER (NUMBER a ) (SIZE large ) size pizza just one and i'd like it with (TOPPING pineapple ) (TOPPING olives ) and (TOPPING onions ) ) )
1226,(ORDER i'll try (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING mushrooms ) on it and (TOPPING pineapple ) too but hold the (NOT (TOPPING ham ) ) ) )
1227,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) and (TOPPING ham ) pizza on a (STYLE thin crust ) ) )
1228,(ORDER i'd like (PIZZAORDER (NUMBER one ) pizza with (TOPPING pesto ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) but i do not want (NOT (TOPPING tuna ) ) ) on it )
1229,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) and (TOPPING chicken ) pie without the (NOT (STYLE thin crust ) ) ) )
1230,(ORDER i would like to get (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING tuna ) and (TOPPING onions ) and no (NOT (TOPPING peppers ) ) ) )
1231,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE large ) pizza pie and i want both (TOPPING peppers ) and (TOPPING chicken ) on it but please no (NOT (TOPPING ham ) ) ) )
1232,(ORDER id like to order (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) pizza with (TOPPING spicy red sauce ) and (TOPPING arugula ) ) on top )
1233,(ORDER i will go for (PIZZAORDER (NUMBER two ) (SIZE large ) pies with (TOPPING tuna ) (TOPPING chicken ) but i need to avoid (NOT (TOPPING ham ) ) ) )
1234,(ORDER put in an order for (DRINKORDER (NUMBER two ) (CONTAINERTYPE cans ) of (DRINKTYPE coke ) ) and (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING beef ) and (TOPPING black olives ) ) )
1235,(ORDER i'd like to order just (PIZZAORDER (NUMBER one ) pizza let's do (TOPPING pesto ) and (TOPPING ham ) toppings and please: zero (NOT (TOPPING olives ) ) ) )
1236,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING ham ) and (TOPPING sausage ) pie no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1237,(ORDER i'll try (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza along with (TOPPING pesto ) (TOPPING onions ) but avoid (NOT (TOPPING bacon ) ) ) )
1238,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING pepperoni ) pizza ) with (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE coca-cola ) ) )
1239,(ORDER place an order for (DRINKORDER (NUMBER six ) (SIZE large ) (DRINKTYPE cokes ) ) (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE cokes ) ) (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE diet cokes ) ) (DRINKORDER (NUMBER three ) (SIZE medium ) (DRINKTYPE diet cokes ) ) (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE sprites ) ) and (DRINKORDER (NUMBER seven ) (SIZE medium ) (DRINKTYPE sprites ) ) )
1240,(ORDER i wanted to have (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING peppers ) (TOPPING onions ) and (TOPPING olives ) ) add (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) too )
1241,(ORDER i'd like (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING olives ) and (TOPPING bacon ) but leave off the (NOT (TOPPING peppers ) ) ) please )
1242,(ORDER i'll try (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING tuna ) and i guess (TOPPING mushrooms ) and please hold the (NOT (TOPPING bacon ) ) ) that's great )
1243,(ORDER i'll go for (PIZZAORDER (NUMBER a ) (SIZE medium ) pie along with (TOPPING ham ) (TOPPING sausage ) but please avoid (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1244,(ORDER i think i'll take (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza for toppings i guess i'll take (TOPPING ham ) some (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) and might as well get (TOPPING pesto ) ) also good deal )
1245,(ORDER i need to get (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) and (TOPPING chicken ) pizza without the (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1246,(ORDER just (PIZZAORDER (NUMBER one ) (SIZE small ) pizza please for toppings i'd love (TOPPING sausage ) (TOPPING pesto ) but i don't want (NOT (TOPPING pepperoni ) ) ) okay that's it )
1247,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with just (TOPPING pesto ) and (TOPPING onions ) and no (NOT (TOPPING mushrooms ) ) ) please )
1248,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) pizza ) and (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE veggie ) pizza ) with (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE ice teas ) ) )
1249,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) pizza ) only )
1250,(ORDER i'll go with (PIZZAORDER (NUMBER five ) pies in (SIZE medium ) size along with (TOPPING mushrooms ) and (TOPPING pineapple ) ) )
1251,(ORDER i'd like to get (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) and (TOPPING ham ) pizza without any (NOT (TOPPING sausage ) ) ) )
1252,(ORDER please put up (PIZZAORDER (NUMBER a ) pizza with (TOPPING pesto ) and (TOPPING mushrooms ) hold the (NOT (TOPPING pineapple ) ) ) that's it )
1253,(ORDER begin an order for (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING ham ) and (TOPPING olives ) ) and add (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE deep dish ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
1254,(ORDER let me try pie with (PIZZAORDER (SIZE large ) size including (TOPPING sausage ) and (TOPPING mushrooms ) but no (NOT (TOPPING pepperoni ) ) ) )
1255,(ORDER i want (PIZZAORDER (NUMBER a ) (STYLE thin crust ) pizza with (TOPPING sausage ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1256,(ORDER i'd like to order (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (STYLE everything ) ) (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING pepperoni ) and (TOPPING sausage ) ) and (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (STYLE all the veggies ) and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
1257,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING tuna ) and (TOPPING pepper ) pizza with no (NOT (STYLE thin crust ) ) ) )
1258,(ORDER i need to get (PIZZAORDER (NUMBER three ) pizzas all with (TOPPING bacon ) (TOPPING onions ) and (TOPPING pesto ) ) )
1259,(ORDER i just want (PIZZAORDER (NUMBER one ) (SIZE small ) pizza please make that with (TOPPING pepperoni ) and also (TOPPING chicken ) but leave off the (NOT (TOPPING mushrooms ) ) ) please )
1260,(ORDER i would like have (PIZZAORDER (NUMBER a ) (SIZE medium ) pie with (TOPPING onions ) and (TOPPING chicken ) but no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) please )
1261,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) and (TOPPING chicken ) pizza with no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1262,(ORDER i'm having a bunch of people over tonight so i need (PIZZAORDER (NUMBER five ) pizzas i want (TOPPING mushrooms ) and (TOPPING onions ) on all of them and no (NOT (TOPPING sausage ) ) ) on any of them thanks a lot )
1263,(ORDER i want to order (PIZZAORDER (NUMBER a ) (SIZE lunch ) pizza with (TOPPING sausage ) (TOPPING mushrooms ) and (TOPPING green peppers ) ) and (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE sprite ) ) )
1264,(ORDER i'll go with (PIZZAORDER (NUMBER one ) pizza along with (TOPPING olives ) (STYLE thin crust ) but no (NOT (TOPPING pineapple ) ) ) )
1265,(ORDER put in a pizza order for (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING green peppers ) and (TOPPING olives ) ) and then add (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
1266,(ORDER can i have (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING salami ) and (TOPPING red onion ) with (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING basil ) ) ) on the top )
1267,(ORDER i need (DRINKORDER (NUMBER two ) (DRINKTYPE pepsis ) ) along with (DRINKORDER (NUMBER three ) (DRINKTYPE fantas ) which are in (SIZE medium ) ) size and (DRINKORDER (NUMBER one ) (DRINKTYPE doctor pepper ) in (SIZE large ) ) size )
1268,(ORDER i would like (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pineapple ) and (TOPPING ham ) and no (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) )
1269,(ORDER hi tonight i want (PIZZAORDER (NUMBER a ) (SIZE small ) pizza and i need (TOPPING peppers ) on there and also i want (TOPPING pineapple ) definitely i don't want any (NOT (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) ) oh and i want (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) thank you )
1270,(ORDER could you get me (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING bacon ) (TOPPING peppers ) and (TOPPING mushrooms ) ) on it )
1271,(ORDER order (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE sprites ) ) (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE coke ) ) along with (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) pizzas with (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
1272,(ORDER put up (PIZZAORDER (NUMBER a ) (SIZE large ) pizza for me and i'd like (TOPPING ham ) and (TOPPING bacon ) on it and (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) please )
